Country Initials	Organisation	Network	PPCI&N	Abrev. Net. Name	Net. Type	MCC	MNC	SIM	"Last Update				"
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	GSM 1800	427	01	8997401	"2014-04-07				"
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	LTE 1800	427	01	8997401	"2014-04-07				"
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	LTE 800	427	01	8997401	"2014-04-07				"
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	LTE 2600	427	01	8997401	"2014-04-07				"
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	GSM 900	427	02	8942702	"2011-09-15				"
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	3G 2100	427	02	8942702	"2012-07-05				"
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	GSM 1800	427	02	8942702	"2011-09-15				"
REU	Orange Réunion	Orange Reunion	Orange re	Orange	GSM 900	647	00	8926200	"2008-07-23				"
REU	Orange Réunion	Orange Reunion	Orange re	Orange	GSM 1800	647	00	8926200	"2008-07-23				"
REU	Outremer Télécom	OUTREMER TELECOM	ONLY	OUTREMER	GSM 1800	647	02	8926202	"2012-07-05				"
REU	Outremer Télécom	OUTREMER TELECOM	ONLY	OUTREMER	GSM 900	647	02	8926202	"2012-07-05				"
ROU	S.C. 2K Telecom S.R.L.	2K Telecom 	RO 2K Telecom 	RO 2KT	TD-LTE 2600	226	15	894015	"2015-04-28				"
ROU	S.C. Orange România S.A.	ORANGE	RO ORANGE	ORANGE	GSM 1800	226	10	894010	"2004-04-16				"
ROU	S.C. Orange România S.A.	ORANGE	RO ORANGE	ORANGE	GSM 900	226	10	894010	"2004-04-16				"
ROU	S.C. RCS & RDS S.A.	Digi.Mobil	RO Digi.Mobil	Digi	3G 2100	226	05	894005	"2011-09-15				"
ROU	S.C. Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	GSM 1800	226	01	894001	"2012-07-05				"
ROU	S.C. Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	3G 2100	226	01	894001	"2012-07-05				"
ROU	S.C. Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	3G 900	226	01	894001	"2012-07-05				"
ROU	S.C. Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	GSM 900	226	01	894001	"2012-07-05				"
ROU	Telekom Romania Mobile Communications S.A.	TELEKOM.RO	TELEKOM.RO	TELEKOM	GSM 900	226	03	894003	"2014-09-29				"
ROU	Telekom Romania Mobile Communications S.A.	TELEKOM.RO	TELEKOM.RO	TELEKOM	GSM 1800	226	03	894003	"2014-09-29				"
RUS	CJSC "RT-Mobile"	ROSTELECOM	ROSTELECOM	RTC	GSM 900	250	17	8970139	"2014-09-29				"
RUS	CJSC "RT-Mobile"	ROSTELECOM	ROSTELECOM	RTC	GSM 900	250	38	8970139	"2014-09-29				"
RUS	CJSC "RT-Mobile"	ROSTELECOM	ROSTELECOM	RTC	GSM 1800	250	17	8970139	"2014-09-29				"
RUS	CJSC "RT-Mobile"	ROSTELECOM (RUSUT)	ROSTELECOM	RTC	GSM 1800	250	39	8970139	"2014-09-29				"
RUS	CJSC "RT-Mobile"	ROSTELECOM (RUSUT)	ROSTELECOM	RTC	GSM 900	250	39	8970139	"2014-09-29				"
RUS	CJSC Baykalwestcom 	Baykalwestcom	ROSTELECOM	RTC	3G 2100	250	12	8970112	"2013-01-21				"
RUS	CJSC Baykalwestcom 	Baykalwestcom	ROSTELECOM	RTC	GSM 900	250	12	8970112	"2013-01-21				"
RUS	CJSC Baykalwestcom 	Baykalwestcom	ROSTELECOM	RTC	GSM 1800	250	12	8970112	"2013-01-21				"
RUS	CJSC Nizhegorodskaya Cellular Communication	Rostelecom OJSC	ROSTELECOM	RTC	GSM 900	250	03	8970103	"2012-02-09				"
RUS	CJSC Rostov Cellular Communications	TELE2	TELE2 RU	TELE2 RU	GSM 1800	250	20	8970120	"2010-03-30				"
RUS	CJSC Yeniseytelecom	Yeniseytelecom	ROSTELECOM	RTC	GSM 900	250	05	8970105	"2014-10-31				"
RUS	CJSC Yeniseytelecom	Yeniseytelecom	ROSTELECOM	RTC	GSM 1800	250	05	8970105	"2014-10-31				"
RUS	JSC SMARTS-Samara	SMARTS	"RUS 07	 RUS SMARTS"	SMARTS	GSM 1800	250	07	8970107	"2003-04-28			"
RUS	JSC SMARTS-Samara	SMARTS	"RUS 07	 RUS SMARTS"	SMARTS	GSM 900	250	07	8970107	"2003-04-28			"
RUS	JSC SMARTS-Samara	SMARTS-Ufa	"RUS15	 RUS SMARTS"	SMARTS	GSM 1800	250	15	8970115	"2004-04-07			"
RUS	LLC Antares	VOICE	VOICE	VOICE	LTE 1900	250	28	8970128	"2015-06-03				"
RUS	LLC Ekaterinburg-2000	MOTIV	MOTIV	MOTIV	GSM 1800	250	35	8970135	"2008-04-15				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	3G 900	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	GSM 1800	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	LTE TDD  2600 	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	LTE FDD 2600	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	GSM 900	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	3G 2100	250	01	8970101	"2014-12-02				"
RUS	Mobile TeleSystems OJSC	MTS	MTS RUS	MTS RUS	LTE FDD 800	250	01	8970101	"2014-12-02				"
RUS	OJSC MegaFon	MegaFon	MegaFon RUS	MegaFon	LTE 2600	250	02	8970102	"2015-02-09				"
RUS	OJSC MegaFon	MegaFon	MegaFon RUS	MegaFon	GSM 1800	250	02	8970102	"2015-02-09				"
RUS	OJSC MegaFon	MegaFon	MegaFon RUS	MegaFon	3G 2100	250	02	8970102	"2015-02-09				"
RUS	OJSC MegaFon	MegaFon	MegaFon RUS	MegaFon	GSM 900	250	02	8970102	"2015-02-09				"
RUS	OJSC MegaFon	MegaFon	MegaFon RUS	MegaFon	LTE 2500	250	02	8970102	"2015-02-09				"
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	GSM 900	250	99	8970199	"2014-03-20				"
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	GSM 1800	250	99	8970199	"2014-03-20				"
RUS	OJSC VimpelCom	Beeline	Beeline	Beeline	3G 2100	250	99	8970199	"2014-03-20				"
RUS	OJSC VimpelCom	New Telephone Company	NTC	NTC	GSM 1800	250	16	8970116	"2014-03-20				"
RUS	OJSC VimpelCom	New Telephone Company	NTC	NTC	GSM 900	250	16	8970116	"2014-03-20				"
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	GSM 1800	635	14	8925014	"2014-07-28				"
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	GSM 900	635	14	8925014	"2014-07-28				"
RWA	Bharti Airtel Rwanda Holdings B.V.	Airtel	Airtel	Airtel	3G 2100	635	14	8925014	"2014-07-28				"
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	3G 2100	635	13	8925013	"2014-04-07				"
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	GSM 900	635	13	8925013	"2014-04-07				"
RWA	Tigo Rwanda Ltd	TIGO RWANDA LTD	TIGO RWANDA	TIGO RW	GSM 1800	635	13	8925013	"2014-04-07				"
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	3G 2100	420	03	8996603	"2012-07-03				"
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	GSM 900	420	03	8996603	"2012-07-03				"
SAU	Etihad Etisalat Company	Mobily	Mobily-KSA	Mobily	TD-LTE 2500	420	03	8996603	"2012-07-03				"
SAU	MTC Saudi Arabia (Zain)	Zain Saudi Arabia	Zain KSA	Zain KSA	GSM 1800	420	04	8996604	"2015-03-12				"
SAU	MTC Saudi Arabia (Zain)	Zain Saudi Arabia	Zain KSA	Zain KSA	LTE 2100	420	04	8996604	"2015-03-12				"
SAU	MTC Saudi Arabia (Zain)	Zain Saudi Arabia	Zain KSA	Zain KSA	GSM 900	420	04	8996604	"2015-03-12				"
SAU	Saudi Telecom Company (STC)	STC	STC	STC	3G 2100	420	01	896601	"2008-10-09				"
SAU	Saudi Telecom Company (STC)	STC	STC	STC	GSM 900	420	01	8996601	"2008-08-29				"
SDN	MTN Sudan	MTN	MTN	MTN	GSM 1800	634	02	8924902	"2007-01-23				"
SDN	MTN Sudan	MTN	MTN	MTN	3G 2100	634	02	8924902	"2007-01-23				"
SDN	MTN Sudan	MTN	MTN	MTN	GSM 900	634	02	8924902	"2007-01-23				"
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	GSM 900	634	01	8924901	"2014-11-18				"
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	GSM 1800	634	01	8924901	"2014-11-18				"
SDN	Sudanese Mobile Telephone (Zain) Co. Ltd	Zain Sudan	Zain SDN	Zain SD	3G 2100	634	01	8924901	"2014-11-18				"
SEN	Sentel GSM S.A.	SENTEL	SN-SENTEL SG	SENTEL	GSM 900	608	02	8922102	"2012-08-13				"
SEN	Société Nationale des Télécommunications du Sénégal (SONATEL)	Orange Senegal	SN ALIZE	ALIZE	GSM 900	608	01	8922101	"2012-08-13				"
SEN	Sudan Telecom Company Ltd 	Expresso Senegal	SEN expresso	Expresso	GSM 1800	608	03	8922103	"2012-08-13				"
SEN	Sudan Telecom Company Ltd 	Expresso Senegal	SEN expresso	Expresso	GSM 900	608	03	8922103	"2012-08-13				"
SGP	M1 Limited	M1 Limited	SGP-M1	M1	LTE 2600	525	03	896503	"2012-10-19				"
SGP	M1 Limited	M1 Limited	SGP-M1	M1	GSM 900	525	03	896503	"2012-10-03				"
SGP	M1 Limited	M1 Limited	SGP-M1	M1	3G 2100	525	03	896503	"2012-10-03				"
SGP	M1 Limited	M1 Limited	SGP-M1	M1	GSM 1800	525	03	896503	"2012-10-03				"
SGP	M1 Limited	M1 Limited	SGP-M1	M1	LTE 1800	525	03	896503	"2012-10-19				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	3G 900	525	01	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	LTE 2600	525	01	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	LTE 1800	525	01	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	SGP Call Zone	CallZone	3G 2100	525	07	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	GSM 900	525	01	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	GSM 1800	525	02	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	GSM 1800	525	01	896501	"2015-01-27				"
SGP	SingTel Mobile Singapore Pte. Ltd.	Singtel	Singtel	Singtel	3G 2100	525	01	896501	"2015-01-27				"
SGP	StarHub Mobile Pte Ltd	StarHub	StarHub	StarHub	GSM 1800	525	05	896505	"2015-02-09				"
SGP	StarHub Mobile Pte Ltd	StarHub	StarHub	StarHub	3G 2100	525	05	896505	"2015-02-09				"
SGP	StarHub Mobile Pte Ltd	StarHub	StarHub	StarHub	LTE 2600	525	05	896505	"2015-02-09				"
SGP	StarHub Mobile Pte Ltd	StarHub	StarHub	StarHub	LTE 1800	525	05	896505	"2015-02-09				"
SHN	Sure South Atlantic (St Helena & Ascension Islands) Ltd	Sure South Atlantic Ltd (Ascension)	Sure	Sure	GSM 1800	658	01	8924701	"2015-05-20				"
SHN	Sure South Atlantic (St Helena & Ascension Islands) Ltd	Sure South Atlantic Ltd (Ascension)	Sure	Sure	GSM 900	658	01	8924701	"2015-05-20				"
SLB	BMobile Limited 	bmobile	bmobile	bmobile	GSM 900	540	02	8967702	"2014-05-07				"
SLB	BMobile Limited 	bmobile	bmobile	bmobile	GSM 1800	540	02	8967702	"2014-05-07				"
SLE	Airtel (SL) Limited	Airtel	Airtel	Airtel	GSM 900	619	01	8923201	"2014-07-02				"
SLE	Lintel (SL) Ltd.	Africell	Africell	Africell	GSM 900	619	05	89	"2013-02-20				"
SLV	"CTE Telecom Personal	 S.A. de C.V."	CLARO SLV	CLARO SLV	ClaroSLV	GSM 1900	706	01	8950301	"2012-07-05			"
SLV	"Digicel	 S.A. de C.V."	Digicel	Digicel	DIGICEL	GSM 900	706	02	8950302	"2012-07-05			"
SLV	"Telefónica Móviles El Salvador	 S.A de C.V."	Telefonica	Movistar	Movistar	GSM 1900	706	04	8950304	"2014-09-16			"
SLV	"Telefónica Móviles El Salvador	 S.A de C.V."	Telefonica	Movistar	Movistar	GSM 850	706	04	8950304	"2014-09-16			"
SLV	"Telemovil El Salvador	 S.A."	TIGO	TELEMOVIL	TM	GSM 850	706	03	8970603	"2012-07-05			"
SMR	San Marino Telecom S.p.A.	San Marino Telecom	SMT	SMT	GSM 900	292	01	8937801	"2013-07-04				"
SMR	San Marino Telecom S.p.A.	San Marino Telecom	SMT	SMT	GSM 1800	292	01	8937801	"2013-07-04				"
SOM	Golis Telecommunications Company Ltd	Golis Telecom Somalia	Som Golis	Golis	GSM 900	637	30	8925251	"2012-08-17				"
SOM	Somafone FZLLC	SOMAFONE	SOMAFONE	SOMAFONE	GSM 1800	637	04	8925260	"2012-07-05				"
SOM	Somafone FZLLC	SOMAFONE	SOMAFONE	SOMAFONE	GSM 900	637	04	8925260	"2012-07-05				"
SOM	Telesom Company	Telesom	SO Telesom	Tele	GSM 900	637	01	8925222	"2009-01-05				"
SPM	SPM Telecom 	AMERIS	SPM AMERIS	AMERIS	GSM 900	308	01	8950801	"2008-07-23				"
SRB	Telekom Srbija a.d.	Telekom Srbija	mt:s	MTS	GSM 1800	220	03	8938103	"2012-09-19				"
SRB	Telekom Srbija a.d.	Telekom Srbija	mt:s	MTS	GSM 900	220	03	8938103	"2012-09-19				"
SRB	Telekom Srbija a.d.	Telekom Srbija	mt:s	MTS	3G 2100	220	03	8938103	"2012-09-19				"
SRB	Telenor d.o.o.	Telenor	Telenor SRB	Telenor	GSM 900	220	01	8938101	"2012-07-05				"
SRB	Telenor d.o.o.	Telenor	Telenor SRB	Telenor	GSM 1800	220	01	8938101	"2012-07-05				"
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	GSM 1800	220	05	8938105	"2007-06-26				"
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	GSM 900	220	05	8938105	"2007-06-26				"
SRB	Vip mobile d.o.o.	Vip	Vip SRB	Vip SRB	3G 2100	220	05	8938105	"2012-07-05				"
SSD	Gemtel Ltd	Gemtel Ltd	Gemtel	Gemtel	GSM 1800	659	03	8965903	"2012-05-18				"
SSD	Gemtel Ltd	Gemtel Ltd	Gemtel	Gemtel	GSM 900	659	03	8965903	"2012-05-18				"
SSD	MTN South Sudan	MTN South Sudan	MTN	MTN	GSM 1800	659	02	8921102	"2012-03-15				"
SSD	MTN South Sudan	MTN South Sudan	MTN	MTN	GSM 900	659	02	8921102	"2012-03-15				"
SSD	MTN South Sudan	MTN South Sudan Ltd	MTN	MTN	3G 2100	659	02	8921102	"2012-05-09				"
SSD	Network of the World Ltd	Vivacell	Vivacell	Vivacell	GSM 900	659	04	8921104	"2012-01-24				"
SSD	Network of the World Ltd	Vivacell	Vivacell	Vivacell	GSM 1800	659	04	8921104	"2012-01-24				"
SSD	Sudanese Mobile Telephone (Zain) Co.Ltd	Sudanese Mobile Telephone (ZAIN) CO.LTD	ZAIN SS	ZAIN SS	GSM 900	659	06	8921101	"2014-11-18				"
SSD	Sudanese Mobile Telephone (Zain) Co.Ltd	Sudanese Mobile Telephone (ZAIN) CO.LTD	ZAIN SS	ZAIN SS	GSM 1800	659	06	8921101	"2014-11-18				"
STP	"Companhia Santomense de Telecomunicações	 SARL"	CSTmovel	STP CSTmovel	CSTmovel	GSM 900	626	01	8923901	"2012-07-05			"
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	3G 1900	626	02	8923902	"2014-06-09				"
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	3G 2100	626	02	8923902	"2014-06-09				"
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	3G 900	626	02	8923902	"2014-06-09				"
STP	Unitel STP S.a.r.l.	Unitel STP	Unitel STP	Unitel	GSM 900	626	02	8923902	"2014-06-09				"
SUR	Digicel Suriname N.V.	Digicel Suriname NV	DIGICEL	DIGICEL	GSM 900	746	03	8959703	"2008-07-23				"
SUR	Digicel Suriname N.V.	Digicel Suriname NV	DIGICEL	DIGICEL	GSM 1800	746	03	8959703	"2008-07-23				"
SUR	Intelsur N.V.	Intelsur N.V.	UNIQA	UNIQA	GSM 900	746	04	89597	"2008-04-01				"
SUR	Telecommunications Company Suriname	TELESUR.GSM	SR.TELESUR.GSM	TeleG	GSM 900	746	02	8959702	"2012-07-05				"
SUR	Telecommunications Company Suriname	TELESUR.GSM	SR.TELESUR.GSM	TeleG	GSM 1800	746	02	8959702	"2012-07-05				"
SVK	"O2 Slovakia	 s.r.o."	O2 - SK	O2 - SK	O2 - SK	GSM 900	231	06	8942104	"2014-06-13			"
SVK	"O2 Slovakia	 s.r.o."	O2 - SK	O2 - SK	O2 - SK	GSM 1800	231	06	8942104	"2014-06-13			"
SVK	"Orange Slovensko	 a.s."	Orange SK	Orange SK	Orange	GSM 900	231	01	8942101	"2012-07-05			"
SVK	"Orange Slovensko	 a.s."	Orange SK	Orange SK	Orange	GSM 1800	231	01	8942101	"2012-07-05			"
SVK	"SWAN	 a.s."	SWAN SK	SWAN SK	SWAN SK	LTE 1800	231	03	894210	"2015-03-23			"
SVK	"Slovak Telekom	 a.s."	Telekom	Telekom SK	Telekom	3G 2100	231	02	8942102	"2012-07-05			"
SVK	"Slovak Telekom	 a.s."	Telekom	Telekom SK	Telekom	GSM 900	231	02	8942102	"2012-02-21			"
SVK	"Slovak Telekom	 a.s."	Telekom	Telekom SK	Telekom	GSM 1800	231	02	8942102	"2012-02-21			"
SVN	SI.Mobil d.d.	SI.mobil d.d	Si.mobil	Si.mobil	GSM 1800	293	40	8938840	"2008-07-17				"
SVN	SI.Mobil d.d.	SI.mobil d.d	Si.mobil	Si.mobil	GSM 900	293	40	8938840	"2008-07-17				"
SVN	T-2 d.o.o.	T-2	T-2	T-2	3G 2100	293	64	8938664	"2011-07-22				"
SVN	Telekom Slovenije d.d.	MOBITEL	MOBITEL	MOBITEL	GSM 1800	293	41	8938641	"2012-07-05				"
SVN	Telekom Slovenije d.d.	MOBITEL	MOBITEL	MOBITEL	GSM 900	293	41	8938641	"2012-07-05				"
SVN	"Tušmobil	 Podjetje za Mobilne Komunikacije d.o.o."	Tusmobil	SI TUSMOBIL	TUS	GSM 1800	293	70	8938670	"2007-04-23			"
SVN	"Tušmobil	 Podjetje za Mobilne Komunikacije d.o.o."	Tusmobil	SI TUSMOBIL	TUS	GSM 900	293	70	8938670	"2007-04-23			"
SWE	Hi3G Access AB	3	3 SE	3 SE	3G 2100	240	02	894607	"2014-06-17				"
SWE	Hi3G Access AB	Hi3G Access AB / Telenor Sverige AB	SWEDEN	SWE	3G 2100	240	04	894608	"2014-06-17				"
SWE	Tele2 AB	COMVIQ GSM shared with TeliaSonera MobileNetworks	Sweden 3G	Sweden3G	3G 2100	240	05	894620	"2008-07-23				"
SWE	Tele2 AB	Tele 2 AB	Tele2	Tele2 SE	GSM 1800	240	07	8946100	"2013-08-16				"
SWE	Tele2 AB	Tele 2 AB	Tele2	Tele2 SE	GSM 900	240	07	8946100	"2013-08-16				"
SWE	Tele2 AB	Tele 2 AB / Telenor Sverige AB	Sweden Mobile	MobileS	GSM 900	240	24	8946100	"2012-12-17				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	LTE 2600	240	08	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	LTE 900	240	08	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	GSM 900	240	24	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	3G 2100	240	08	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	GSM 1800	240	24	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	LTE 800	240	08	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor	Telenor SE	TelenorS	LTE 1800	240	08	894608	"2014-10-07				"
SWE	Telenor Sverige AB	Telenor Sverige AB / Hi3G Access AB	SWEDEN	SWE	3G 2100	240	04	894608	"2014-10-07				"
SWE	TeliaSonera Mobile Networks AB	TeliaSonera	TELIA S	TELIA	GSM 900	240	01	894601	"2003-12-12				"
SWE	TeliaSonera Mobile Networks AB	TeliaSonera	TELIA S	TELIA	GSM 1800	240	01	894601	"2003-12-12				"
SWE	TeliaSonera Mobile Networks AB	TeliaSonera shared with COMVIQ GSM	Sweden 3G	Sweden3G	3G 2100	240	05	894601	"2008-07-23				"
SWZ	Swazi MTN Limited	Swazi MTN	Swazi-MTN	SwaziMTN	GSM 900	653	10	8926810	"2004-04-16				"
SYC	Airtel (Seychelles) Limited	Airtel	Airtel	Airtel	GSM 900	633	10	8924810	"2014-07-02				"
SYC	Cable and Wireless (Seychelles) Ltd	CABLE & WIRELESS	C&W SEY	C&W SEY	LTE 1800	633	01	8924801	"2015-02-25				"
SYC	Cable and Wireless (Seychelles) Ltd	CABLE & WIRELESS	C&W SEY	C&W SEY	GSM 900	633	01	8924801	"2015-02-25				"
SYC	Cable and Wireless (Seychelles) Ltd	CABLE & WIRELESS	C&W SEY	C&W SEY	3G 2100	633	01	8924801	"2015-02-25				"
SYC	Cable and Wireless (Seychelles) Ltd	CABLE & WIRELESS	C&W SEY	C&W SEY	LTE 800	633	01	8924801	"2015-02-25				"
SYR	MTN Syria (JSC)	MTN Syria	MTN	MTN	GSM 900	417	02	89963	"2012-07-05				"
SYR	MTN Syria (JSC)	MTN Syria	MTN	MTN	GSM 1800	417	02	89963	"2012-07-05				"
SYR	Syriatel Mobile Telecom SA	SYRIATEL	SYRIATEL	SYRIATEL	GSM 1800	417	01	8996301	"2002-10-01				"
SYR	Syriatel Mobile Telecom SA	SYRIATEL	SYRIATEL	SYRIATEL	GSM 900	417	01	8996301	"2002-10-01				"
TCA	Cable and Wireless (TCI) Ltd	LIME	LIME	LIME	GSM 850	376	350	8901024	"2012-05-18				"
TCA	Islandcom Telecommunications	Islandcom Telecommunications	IslandCom TCI	Islandco	3G 850	376	360	891376	"2014-06-13				"
TCD	Airtel Tchad	Airtel	Airtel	Airtel	GSM 900	622	01	8923501	"2014-10-31				"
TCD	Millicom - Tchad	Millicom Tchad	Tigo TD	Tigo	GSM 900	622	03	8923503	"2013-02-11				"
TCD	Mobilsotel S.A.	SALAM	SALAM	SALAM	GSM 900	622	07	8923504	"2013-03-12				"
TCD	Mobilsotel S.A.	SALAM	SALAM	SALAM	GSM 1800	622	07	8923504	"2013-03-12				"
TGO	Telecel Togo	ETISALAT	ETISALAT TOGO	ETISALAT	GSM 900	615	03	8922803	"2012-01-16				"
TGO	Togo Telecom	TOGO CELL	TG-TOGO CELL	TGCELL	GSM 900	615	01		"2013-05-16				"
THA	Advanced Info Service PLC	AIS GSM	TH GSM	TH GSM	GSM 900	520	01	896601	"2004-04-16				"
THA	Advanced Wireless Network Company Limited	AIS	AISatSea	AISatSea	3G 2100	901	45		"2015-04-07				"
THA	Advanced Wireless Network Company Limited	AIS	AIS 3G	AIS 3G	3G 2100	520	03	896603	"2015-04-07				"
THA	CAT Telecom Public Company	CAT Telecom PLC	TH 3G+	TH 3G+	3G 850	520	00	896600	"2012-04-20				"
THA	Digital Phone Co Ltd	GSM 1800	TH GSM 1800	GSM 1800	GSM 1800	520	23	8952023	"2004-04-16				"
THA	TOT PLC	TOT Mobile	TOT3G	TOT3G	3G 2100	520	15	896615	"2012-07-05				"
THA	Total Access Communications Co	DTAC	TH-DTAC	DTAC	GSM 1800	520	18	8952018	"2004-04-16				"
THA	True Move Company Ltd	True Move	TRUE	TRUE	GSM 1800	520	99	896699	"2006-07-27				"
THA	"True Move H Universal Communication Co.	 Ltd."	True Move H 	TRUE 3G+	TRUE 3G+	3G 2100	520	04	896604	"2015-03-11			"
THA	"dtac TriNet Co.	 Ltd."	dtac TriNet	dtac TriNet	dtac	3G 2100	520	05	896605	"2013-05-17			"
TJK	CJSC Babilon-Mobile	Babilon-M	Babilon-M	Babilon	GSM 900	436	04	8999204	"2012-07-05				"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	3G 2100	436	02	"8999292	 8999293"	"2012-11-05			"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	GSM 1800	436	02	8999293	"2012-10-19				"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	GSM 1800	436	01	8999292	"2012-11-05				"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	GSM 900	436	02	8999293	"2012-10-19				"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	GSM 900	436	01	8999292	"2012-11-05				"
TJK	Indigo Tajikistan CJSC	TCELL	TCELL	TCELL	3G 2100	436	01	"8999292	 8999293"	"2012-11-05			"
TJK	"TT Mobile	 Closed Joint Stock Company "	MegaFon Tajikistan	MegaFon TJK	MegaFon	GSM 1800	436	03	8999203	"2011-12-01			"
TJK	"TT Mobile	 Closed Joint Stock Company "	MegaFon Tajikistan	MegaFon TJK	MegaFon	GSM 900	436	03	8999203	"2011-12-01			"
TJK	"TT Mobile	 Closed Joint Stock Company "	MegaFon Tajikistan	MegaFon TJK	MegaFon	3G 2100	436	03	8999203	"2012-07-05			"
TJK	Tacom LLC	BEELINE TJ	BEELINE TJ	BEELINE	GSM 900	436	05	8999291	"2006-09-01				"
TJK	Tacom LLC	BEELINE TJ	BEELINE TJ	BEELINE	GSM 1800	436	05	8999291	"2006-09-01				"
TKM	Altyn-Asyr Close Joint-Stock Company	Altyn Asyr	TM CELL	TM CELL	GSM 900	438	02	8999302	"2012-07-05				"
TKM	Altyn-Asyr Close Joint-Stock Company	Altyn Asyr	TM CELL	TM CELL	GSM 1800	438	02	8999302	"2012-07-05				"
TKM	Economy Society MTS-Turkmenistan	MTS Turkmenistan	MTS TM	MTS TM	GSM 900	438	01	8999301	"2012-07-05				"
TKM	Economy Society MTS-Turkmenistan	MTS Turkmenistan	MTS TM	MTS TM	GSM 1800	438	01	8999301	"2012-07-05				"
TMP	PT Telekomunikasi Indonesia International	Telkomcel	TLS-TC	TCEL	GSM 850	514	01	8967011	"2015-04-30				"
TMP	PT Telekomunikasi Indonesia International	Telkomcel	TLS-TC	TCEL	GSM 1800	514	01	8967011	"2015-04-30				"
TMP	PT Telekomunikasi Indonesia International	Telkomcel	TLS-TC	TCEL	GSM 900	514	01	8967011	"2015-04-30				"
