AAA	OnAir Switzerland Sarl	ONAIR	OnAir1	OnAir	1800 (GSM)	901	15		8988298	2014-12-02
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	1800 (GSM)	454	06	"0,1,4"	8985206	2012-07-05
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	900 (GSM)	454	06	"0,1,4"	8985206	2012-07-05
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	900 (GSM)	454	17	"0,1,4"	8985206	2012-07-05
HND	Empresa Hondurena de Telecomunicaciones HONDUTEL	Empresa Hondurena de Telecomunicaciones	HND	HT - 200	1900 (GSM)	708	030	"1,1"	8970803	2012-07-05
HND	Servicios de Comunicaciones de Honduras S.A. de C.V.	CLARO GSM	CLARO HND	ClaroHND	1900 (GSM)	708	001	"0,1"	89504001	2012-07-05
HND	Telefonica Celular S.A (CELTEL)	CELTEL	CELTELHND	CELTEL	850 (GSM)	708	02	6	8970802	2004-02-04
HRV	Tele2 d.o.o za telekomunikacijske uluge	Tele2	Tele2 HR	Tele2 HR	1800 (GSM)	219	02		89385	2010-03-30
HRV	VIPnet d.o.o.	VIP-NET	HR VIP	VIP	900 (GSM)	219	10	5	8938591	2004-04-14
HTI	Communication Cellulaire d'Haiti SA	Comcel	COMCEL	VOILA	850 (GSM)	372	01	1	8950901	2005-09-15
HTI	National Telecom S.A.	Natcom	Natcom	Natcom	2100 (3G)	372	03		8950903	2014-10-07
HTI	National Telecom S.A.	Natcom	Natcom	Natcom	900 (GSM)	372	03	"0,3"	8950903	2014-10-07
HUN	Magyar Telekom Plc	T-Mobile Hungary	Telekom HU	THU	2100 (3G)	216	30		893630	2013-06-03
HUN	Magyar Telekom Plc	T-Mobile Hungary	Telekom HU	THU	900 (GSM)	216	30	6	893630	2013-06-03
HUN	Magyar Telekom Plc	T-Mobile Hungary	Telekom HU	THU	1800 (GSM)	216	30	6	893630	2013-06-03
HUN	Telenor Magyarorszag Zrt	Telenor	Telenor HU	TelenorH	900 (GSM)	216	01	"0,7"	893620	2012-07-05
HUN	Telenor Magyarorszag Zrt	Telenor	Telenor HU	TelenorH	1800 (GSM)	216	01	"0,7"	893620	2012-07-05
HUN	Telenor Magyarorszag Zrt	Telenor 3G	Telenor HU	TelenorH	2100 (3G)	216	01		893620	2010-06-17
HUN	Vodafone Hungary Ltd	vodafone	vodafone HU	voda HU	900 (GSM)	216	70	2	893670	2013-04-09
HUN	Vodafone Hungary Ltd	vodafone	vodafone HU	voda HU	1800 (GSM)	216	70	2	893670	2013-04-09
IDN	ACeS International Limited (AIL)	ACeS Indonesia - PT Pasifik Satelit Nusantara	ACeS	ACeS	Satellite (GSM)	510	00		896200	2012-02-21
IDN	ACeS International Limited (AIL)	ACeS International Limited (AIL)	ACeS	ACeS	Satellite (GSM)	510	00		896200	2012-02-21
IDN	Excelcom	XL	IND XL	XL	900 (GSM)	510	11	4	8962818	2005-11-17
IDN	Excelcom	XL	IND XL	XL	1800 (GSM)	510	11	4	8962818	2005-11-17
IDN	Hutchison CP Telecommunications	3	3	3	2100 (3G)	510	89		896289	2012-07-05
IDN	Hutchison CP Telecommunications	3	3	3	1800 (GSM)	510	89		896289	2012-07-05
IDN	PT Indonesian Satellite Corporation Tbk (INDOSAT)	INDOSAT	IND INDOSAT	INDOSAT	900 (GSM)	510	01	3	896201	2004-04-14
IDN	PT Indonesian Satellite Corporation Tbk (INDOSAT)	INDOSAT	IND INDOSAT	INDOSAT	1800 (GSM)	510	21	1	896221	2013-06-18
IDN	PT Indonesian Satellite Corporation Tbk (INDOSAT)	INDOSAT	IND INDOSAT	INDOSAT	1800 (GSM)	510	01	3	896201	2004-04-14
IDN	PT Telekomunikasi Selular	TELKOMSEL	IND TELKOMSEL	T-SEL	1800 (GSM)	510	10	2	896210	2004-04-19
IDN	PT Telekomunikasi Selular	TELKOMSEL	IND TELKOMSEL	T-SEL	900 (GSM)	510	10	2	896210	2004-04-19
IDN	PT. AXIS Telekom Indonesia	AXIS	AXIS	AXIS	1800 (GSM)	510	08	5	896208	2010-01-11
IDN	PT. AXIS Telekom Indonesia	AXIS	AXIS	AXIS	2100 (3G)	510	08		896208	2012-07-05
IND	Aircel Limited	AIRCEL	AIRCEL	AIRCEL	900 (GSM)	404	42	3	899142	2006-09-01
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	805	4	8991805	2008-07-10
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	803	4	8991803	2008-09-01
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	806	4	8991806	2009-01-27
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	801	4	8991801	2008-09-01
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	800	4	8991800	2008-07-10
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	804	4	8991804	2009-01-27
IND	Aircel Limited	Aircel	Aircel	Aircel	1800 (GSM)	405	802	4	8991802	2009-01-27
IND	Bharat Sanchar Nigam Limited	CellOne All India except Delhi & Mumbai	CellOne	CellOne	900 (GSM)	404	79	1	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Andhra Pradesh	CellOne	CellOne	900 (GSM)	404	73	3	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Assam	CellOne	CellOne	900 (GSM)	404	38	5	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Bihar	CellOne	CellOne	900 (GSM)	404	75	7	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Chennai	CellOne	CellOne	900 (GSM)	404	64	7	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Gujarat	CellOne	CellOne	900 (GSM)	404	57	3	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Haryana	CellOne	CellOne	900 (GSM)	404	34	6	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Himachal Pradesh	CellOne	CellOne	900 (GSM)	404	51	5	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Jammu & Kashmir	CellOne	CellOne	900 (GSM)	404	62	0	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Karnataka	CellOne	CellOne	900 (GSM)	404	71	2	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Kerala	CellOne	CellOne	900 (GSM)	404	72	5	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Kolkata	CellOne	CellOne	900 (GSM)	404	81	7	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Madhya Pradesh	CellOne	CellOne	900 (GSM)	404	58	1	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Maharashtra	CellOne	CellOne	900 (GSM)	404	66	5	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne North East	CellOne	CellOne	900 (GSM)	404	77	3	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Orissa	CellOne	CellOne	900 (GSM)	404	76	0	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Punjab	CellOne	CellOne	900 (GSM)	404	53	3	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Rajasthan	CellOne	CellOne	900 (GSM)	404	59	5	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Tamil Nadu	CellOne	CellOne	900 (GSM)	404	80	4	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Uttar Pradesh (East)	CellOne	CellOne	900 (GSM)	404	55	3	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne Uttar Pradesh (West)	CellOne	CellOne	900 (GSM)	404	54	4	89404	2004-07-22
IND	Bharat Sanchar Nigam Limited	CellOne West Bengal	CellOne	CellOne	900 (GSM)	404	74	2	89404	2004-07-22
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	94		899194	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	52			2013-05-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	51			2013-05-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	49	1	899149	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	45	1	899145	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	53			2013-05-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	54			2013-05-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	90		899190	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	56	4	899156	2010-12-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	405	55			2013-05-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	92		899192	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	40	0	8991400	2010-12-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	98		899198	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	02		899102	2010-12-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	10	1	899110	2010-12-17
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	97		899197	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	96		899196	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	31	0	899131	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	93		899193	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	1800 (GSM)	404	95		899195	2010-12-13
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	900 (GSM)	404	03		899103	2010-12-17
IND	Bharti Hexacom Ltd	AIRTEL	IND airtel	airtel	900 (GSM)	404	70	1	89 91 70	2010-12-17
IND	Bharti Hexacom Ltd	AIRTEL	IND airtel	airtel	900 (GSM)	404	16	1	899116	2010-12-17
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	845		8991845	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	799		8991799	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	14	"3,2"	899114	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	848		8991848	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	850		8991850	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	12		899112	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	853		8991853	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	852		8991852	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	849		8991849	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	19		899119	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	404	87		899187	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	404	82		899182	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	78	2	899178	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	404	89		899189	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	56		899156	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	22	7	899122	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	24	7	899124	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	44	0	899144	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	70		899170	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	405	846		8991846	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	900 (GSM)	404	07	"0,5"	899107	2012-08-03
IND	IDEA Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	1800 (GSM)	404	04	"0,6"	899104	2012-08-03
IND	Mahanagar Telephone Nigam Ltd	Mahanagar Telephone Nigam	IN-DOLPHIN	DOLPHIN	900 (GSM)	404	68		899168	2012-07-10
IND	Mahanagar Telephone Nigam Ltd	Mahanagar Telephone Nigam	IN-DOLPHIN	DOLPHIN	900 (GSM)	404	69		899169	2012-07-10
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	09	"2,1"	899109	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	36	"5,6"	899136	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	18	"7,4"	899118	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	67	"6,5"	899167	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	52	"4,5"	899152	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	50	"2,1"	899150	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	900 (GSM)	404	85	"3,4"	899185	2012-07-05
IND	Reliance Communications Limited	RELIANCE TELECOM LTD	Reliance	Reliance	1800 (GSM)	404	83	"2,3"	899183	2012-07-05
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	21	1	899121	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	09	1	899109	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	22	1	899122	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	20	1	899122	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	19	1	899119	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	11	1	899111	2008-08-29
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	10	1	899110	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	05	1	899105	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	01	1	899101	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	13	1	899113	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	18	1	899118	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	07	1	899107	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	06	1	899106	2008-07-22
IND	Reliance Communications Limited	Reliance Communications Limited	Reliance	Reliance	1800 (GSM)	405	15	1	899115	2008-07-22
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	856		8991856	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	855		8991855	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	854		8991854	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	871		8991871	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	840		8991840	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	859		8991859	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	868		8991868	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	874		8991874	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	866		8991866	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	869		8991869	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	873		8991873	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	870		8991870	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	872		8991872	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	865		8991865	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	867		8991867	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	858		8991858	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	864		8991864	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	860		8991860	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	857		8991857	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	861		8991861	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	863		8991863	2014-03-12
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	2300 (TD-LTE )	405	862		8991862	2014-03-12
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	043		8991043	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	041		8991041	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	044		8991044	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	046		8991046	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	047		8991047	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	045		8991045	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	042		8991042	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	032		8991032	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	036		8991036	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	035		8991035	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	034		8991034	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	025		8991025	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	027		8991027	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	030		8991030	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	038		8991038	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	031		8991031	2011-11-01
IND	Tata Teleservices Ltd	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	1800 (GSM)	405	029		8991029	2011-11-01
IND	Tata Teleservices Ltd	Tata TeleServices(Maharashtra) Limited	TATA DOCOMO	TATA DO	1800 (GSM)	405	039		8991039	2012-07-11
IND	Tata Teleservices Ltd	Tata TeleServices(Maharashtra) Limited	TATA DOCOMO	TATA DO	1800 (GSM)	405	037		8991037	2012-07-11
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	875			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	878			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	877			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	814			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	844			2012-10-25
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	879			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	876			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	880			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	925			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	817			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	818			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	816			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	815			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	813			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	819			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	929			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	927			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	820			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	926			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	928			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	821			2009-08-28
IND	Unitech Wireless (Tamilnadu) Pvt. Ltd	uninor	IN UNITECH	UNITECH	1800 (GSM)	405	822			2009-08-28
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	837		8991837	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	838		8991838	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	836		8991836	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	835		8991835	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	842		8991842	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	834		8991834	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	843		8991843	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	841		8991841	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	839		8991839	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	828		8991828	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	829		8991829	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	827		8991827	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	824		8991824	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	823		8991823	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	830		8991830	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	825		8991825	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	833		8991833	2014-03-27
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	832		8991832	2014-03-27
